/* DATA DESCRIPTION:
Citation:	Behrens, Melanie; Hörhold, Maria; Dallmayr, Remi; Laepple, Thomas; Freitag, Johannes; Wilhelms, Frank: 100km-scale isotopic (d18O, dD) variability of the top-meter between B31 and Kohnen, Dronning Maud Land (M samples) [dataset]. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.974778 (dataset in review)
Abstract:	Isotopic composition of the top-meter of the snowpack along a 115km traverse between B31 and D50, near Kohnen station, Dronning-Maud Land, East-Antarctica. Site D2 refers to the firn core drilling site B31. At each sampling site, profiles were sampled at 10 m distance in 90 m long trenches:
	_R samples using the dual-tube sampling technique (Dallmayr et al., 2020), 3 subsections of the top-1m were sampled and at sites C4, C5, D2, D7, D24, D38, the top-1m of the trenches were sampled with the dual-tube and 5 single liners were taken and subsampled to 1 - 3 cm resolution (Hirsch, Nora; Hörhold, Maria; Dallmayr, Remi; Laepple, Thomas; Freitag, Johannes; Meyer, Hanno; Weiner, Mikaela (2023): Stable water isotopologues of arrays of high resolution 1 m snow cores from across Dronning Maud Land, East Antarctic Plateau [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.956273)
	_M samples: Mixed 4 subsections of the top-1.2m of the 90m long trenches excavated by Pistenbully. 
	All isotopic analysis were realized by CRDS (Cavity-Ring-Down Spectroscopy) measurements at the Alfred-Wegener-Institut Helmholtz-Zentrum für Polar-und Meeresforschung in Bremerhaven (instrument models L-2120-i, L-2140-i, Picarro Inc.). The samples were shipped frozen to the Alfred-Wegener-Institut and stored at -25°C. Prior to measurements the samples were melted in the sample bags at room temperature. The measurement set-up followed the Van-Geldern Protocol. Each sample was injected four times and the standard deviation is computed.
Keyword(s):	100km scale; Dronning Maud Land traverse; stable water isotopes; top-meter snowpack; topography
Supplement to:	Dallmayr, Remi; Laepple, Thomas; et al. (in prep.): Topographic effect creates non-climatic variations in ice-core based temperature records of the last millennium in Dronning Maud Land Antarctica.
Related to:	Behrens, Melanie; Hörhold, Maria; Dallmayr, Remi; Laepple, Thomas; Freitag, Johannes; Wilhelms, Frank: 100km-scale isotopic (d18O, dD) variability of the top-meter between B31 and Kohnen, Dronning Maud Land (R samples) [dataset]. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.974749 (Version 3, R samples)
Original version:	Behrens, Melanie; Hörhold, Maria; Dallmayr, Remi; Freitag, Johannes; Laepple, Thomas; Wilhelms, Frank (2023): 100km-scale isotopic (δ18O, δD) variability of the top-meter between B31 and Kohnen, Droning Maud Land [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.936681 (Version 2 (2023))
	Dallmayr, Remi; Freitag, Johannes; Hörhold, Maria; Laepple, Thomas; Wilhelms, Frank (2021): 100km-scale isotopic (δ18O, δD) variability of the top-meter between B31 and Kohnen, Droning Maud Land [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.935029 (Version 1 (2021))
Coverage:	MEDIAN LATITUDE: -75.376148 * MEDIAN LONGITUDE: -2.240289 * SOUTH-BOUND LATITUDE: -75.588150 * WEST-BOUND LONGITUDE: -3.403600 * NORTH-BOUND LATITUDE: -74.997690 * EAST-BOUND LONGITUDE: -0.087440
	DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-16T00:00:00
	MINIMUM DEPTH, ice/snow: 0.0 m * MAXIMUM DEPTH, ice/snow: 1.2 m
Event(s):	ANT-Land_2018_KohnenQK * LATITUDE START: -75.581500 * LONGITUDE START: -3.430330 * LATITUDE END: -74.997690 * LONGITUDE END: -0.087440 * DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-16T00:00:00 * LOCATION: Antarctica * CAMPAIGN: ANT-Land_2018_KohnenQK1 (URI: https://doi.org/10.2312/BzPM_0733_2019) * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Dual-tube sampling (DUAL-TUBE)
Parameter(s):	LONGITUDE (Longitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LATITUDE (Latitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Sample code/label (Sample label) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: sample description see abstract
	Sample mass [g] (Samp m) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: with bag
	Site (Site) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: label
	Site (Site) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: number
	Position (Position) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: top
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: bottom
	Replicate (Repl) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Sample ID (Sample ID) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: Sample.name.isotopes
	δ18O, water [‰ SMOW] (δ18O H2O) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * METHOD/DEVICE: Cavity ring-down spectroscopy (CRDS), isotopic water analyzer, Picarro Inc., L2120-i, L2140-i
	δ18O, water, standard deviation [±] (δ18O H2O std dev) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * METHOD/DEVICE: Cavity ring-down spectroscopy (CRDS), isotopic water analyzer, Picarro Inc., L2120-i, L2140-i
	δ Deuterium, water [‰ SMOW] (δD H2O) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * METHOD/DEVICE: Cavity ring-down spectroscopy (CRDS), isotopic water analyzer, Picarro Inc., L2120-i, L2140-i
	δ Deuterium, water, standard deviation [±] (δD H2O std dev) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * METHOD/DEVICE: Cavity ring-down spectroscopy (CRDS), isotopic water analyzer, Picarro Inc., L2120-i, L2140-i
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/) (License comes into effect after moratorium ends)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	1495 data points
*/
Longitude	Latitude	Sample label (sample description see abstract)	Samp m [g] (with bag)	Site (label)	Site (number)	Position	Depth ice/snow [m] (top)	Depth ice/snow [m] (bottom)	Repl	Sample ID (Sample.name.isotopes)	δ18O H2O [‰ SMOW]	δ18O H2O std dev [±]	δD H2O [‰ SMOW]	δD H2O std dev [±]
-3.40360	-75.55052	CD3_M_0_1	79.4	CD	3	0-90	0.0	0.3	1	CD3_M_0_1	-43.93	0.01	-344.3	0.05
-3.40360	-75.55052	CD3_M_3_1	74.8	CD	3	0-90	0.3	0.6	1	CD3_M_3_1	-44.92	0.01	-353.1	0.01
-3.40360	-75.55052	CD3_M_6_1	92.6	CD	3	0-90	0.6	0.9	1	CD3_M_6_1	-45.49	0.01	-356.5	0.03
-3.40360	-75.55052	CD3_M_10_1	77.6	CD	3	0-90	0.9	1.2	1	CD3_M_10_1	-45.06	0.01	-353.0	0.04
-3.40360	-75.55052	CD3_M_0_2	95.3	CD	3	0-90	0.0	0.3	2	CD3_M_0_2	-43.56	0.05	-343.3	0.54
-3.40360	-75.55052	CD3_M_3_2	85.3	CD	3	0-90	0.3	0.6	2	CD3_M_3_2	-44.63	0.08	-353.2	0.32
-3.40360	-75.55052	CD3_M_6_2	60.3	CD	3	0-90	0.6	0.9	2	CD3_M_6_2	-45.21	0.07	-355.8	0.75
-3.40360	-75.55052	CD3_M_10_2	118.0	CD	3	0-90	0.9	1.2	2	CD3_M_10_2N	-45.26	0.09	-353.3	0.47
-3.30590	-75.58815	DE3_M_0_1	69.0	DE	3	0-90	0.0	0.3	1	DE3_M_0_1	-43.12	0.01	-338.5	0.06
-3.30590	-75.58815	DE3_M_3_1	89.7	DE	3	0-90	0.3	0.6	1	DE3_M_3_1	-44.81	0.01	-351.9	0.02
-3.30590	-75.58815	DE3_M_6_1	71.9	DE	3	0-90	0.6	0.9	1	DE3_M_6_1	-46.03	0.00	-360.5	0.02
-3.30590	-75.58815	DE3_M_10_1	76.9	DE	3	0-90	0.9	1.2	1	DE3_M_10_1	-44.12	0.01	-345.7	0.03
-3.30590	-75.58815	DE3_M_0_2	63.9	DE	3	0-90	0.0	0.3	2	DE3_M_0_2	-43.03	0.01	-338.6	0.43
-3.30590	-75.58815	DE3_M_3_2	44.4	DE	3	0-90	0.3	0.6	2	DE3_M_3_2	-44.67	0.06	-351.5	0.75
-3.30590	-75.58815	DE3_M_6_2	70.3	DE	3	0-90	0.6	0.9	2	DE3_M_6_2	-45.99	0.07	-360.6	0.63
-3.30590	-75.58815	DE3_M_10_2	97.2	DE	3	0-90	0.9	1.2	2	DE3_M_10_2N	-43.85	0.09	-345.4	0.53
-3.32820	-75.53835	CD4_M_0_1	79.8	CD	4	0-90	0.0	0.3	1	CD4_M_0_1	-42.07	0.01	-330.7	0.02
-3.32820	-75.53835	CD4_M_3_1	100.6	CD	4	0-90	0.3	0.6	1	CD4_M_3_1	-43.88	0.00	-346.0	0.07
-3.32820	-75.53835	CD4_M_6_1	90.1	CD	4	0-90	0.6	0.9	1	CD4_M_6_1	-44.09	0.01	-346.3	0.02
-3.32820	-75.53835	CD4_M_10_1	83.0	CD	4	0-90	0.9	1.2	1	CD4_M_10_1	-42.36	0.00	-332.9	0.03
-3.32820	-75.53835	CD4_M_0_2	105.2	CD	4	0-90	0.0	0.3	2	CD4_M_0_2NN	-42.04	0.08	-330.9	0.28
-3.32820	-75.53835	CD4_M_3_2	88.4	CD	4	0-90	0.3	0.6	2	CD4_M_3_2N	-44.03	0.09	-347.3	0.40
-3.32820	-75.53835	CD4_M_6_2	91.2	CD	4	0-90	0.6	0.9	2	CD4_M_6_2	-43.69	0.03	-344.4	0.07
-3.32820	-75.53835	CD4_M_10_2	106.4	CD	4	0-90	0.9	1.2	2	CD4_M_10_2	-42.07	0.08	-331.5	0.74
-3.23040	-75.57595	DE4_M_0_1	83.8	DE	4	0-90	0.0	0.3	1	DE4_M_0_1	-43.28	0.03	-339.4	0.16
-3.23040	-75.57595	DE4_M_3_1	75.8	DE	4	0-90	0.3	0.6	1	DE4_M_3_1	-43.74	0.01	-343.3	0.05
-3.23040	-75.57595	DE4_M_6_1	76.6	DE	4	0-90	0.6	0.9	1	DE4_M_6_1	-45.34	0.00	-356.1	0.01
-3.23040	-75.57595	DE4_M_10_1	55.0	DE	4	0-90	0.9	1.2	1	DE4_M_10_1	-44.53	0.01	-349.3	0.03
-3.23040	-75.57595	DE4_M_0_2	79.4	DE	4	0-90	0.0	0.3	2	DE4_M_0_2	-43.11	0.08	-338.8	0.55
-3.23040	-75.57595	DE4_M_3_2	78.4	DE	4	0-90	0.3	0.6	2	DE4_M_3_2N	-43.33	0.07	-342.0	0.43
-3.23040	-75.57595	DE4_M_6_2	84.0	DE	4	0-90	0.6	0.9	2	DE4_M_6_2	-45.04	0.04	-356.4	0.21
-3.23040	-75.57595	DE4_M_10_2	62.2	DE	4	0-90	0.9	1.2	2	DE4_M_10_2	-44.37	0.06	-349.1	0.52
-3.20410	-75.54494	D5_M_0_1	86.4	D	5	0-90	0.0	0.3	1	D5_M_0_1	-43.45	0.02	-341.2	0.19
-3.20410	-75.54494	D5_M_3_1	110.6	D	5	0-90	0.3	0.6	1	D5_M_3_1	-44.04	0.00	-346.4	0.04
-3.20410	-75.54494	D5_M_6_1	100.4	D	5	0-90	0.6	0.9	1	D5_M_6_1	-45.18	0.01	-354.0	0.09
-3.20410	-75.54494	D5_M_10_1	92.9	D	5	0-90	0.9	1.2	1	D5_M_10_1	-45.28	0.01	-355.2	0.09
-3.20410	-75.54494	D5_M_0_2	88.9	D	5	0-90	0.0	0.3	2	D5_M_0_2	-43.46	0.06	-340.7	0.48
-3.20410	-75.54494	D5_M_3_2	96.0	D	5	0-90	0.3	0.6	2	D5_M_3_2	-43.84	0.02	-346.0	0.19
-3.20410	-75.54494	D5_M_6_2	113.3	D	5	0-90	0.6	0.9	2	D5_M_6_2	-44.96	0.08	-354.2	0.35
-3.20410	-75.54494	D5_M_10_2	84.8	D	5	0-90	0.9	1.2	2	D5_M_10_2	-45.08	0.09	-354.7	0.38
-3.12895	-75.53270	D6_M_0_1	66.0	D	6	0-90	0.0	0.3	1	D6_M_0_1	-42.62	0.00	-334.9	0.02
-3.12895	-75.53270	D6_M_3_1	112.4	D	6	0-90	0.3	0.6	1	D6_M_3_1	-43.82	0.00	-344.4	0.03
-3.12895	-75.53270	D6_M_6_1	66.5	D	6	0-90	0.6	0.9	1	D6_M_6_1	-44.80	0.00	-351.3	0.04
-3.12895	-75.53270	D6_M_10_1	93.7	D	6	0-90	0.9	1.2	1	D6_M_10_1	-45.55	0.00	-357.1	0.01
-3.12895	-75.53270	D6_M_0_2	104.7	D	6	0-90	0.0	0.3	2	D6_M_0_2N	-42.58	0.08	-335.4	0.34
-3.12895	-75.53270	D6_M_3_2	101.4	D	6	0-90	0.3	0.6	2	D6_M_3_2	-43.69	0.03	-344.4	0.20
-3.12895	-75.53270	D6_M_6_2	113.2	D	6	0-90	0.6	0.9	2	D6_M_6_2	-44.72	0.05	-351.3	0.39
-3.12895	-75.53270	D6_M_10_2	104.1	D	6	0-90	0.9	1.2	2	D6_M_10_2	-45.53	0.05	-357.8	0.58
-3.15180	-75.48292	C7_M_0_1	65.2	C	7	0-90	0.0	0.3	1	C7_M_0_1	-42.72	0.00	-335.4	0.04
-3.15180	-75.48292	C7_M_3_1	80.6	C	7	0-90	0.3	0.6	1	C7_M_3_1	-43.98	0.01	-346.1	0.01
