/* DATA DESCRIPTION:
Citation:	Hirsch, Nora; Hörhold, Maria; Dallmayr, Remi; Laepple, Thomas; Freitag, Johannes; Meyer, Hanno; Weiner, Mikaela (2023): Stable water isotopologues of arrays of high resolution 1 m snow cores from across Dronning Maud Land, East Antarctic Plateau [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.956273
Abstract:	A set of 1 m firn profiles was sampled in December 2018 across a traverse of ~ 100 km near Kohnen Station to quantify stratigraphic noise in high resolution isotope records. At each of six different locations (D2, C4, C5, D7, D24, D38), 5 profiles were extracted on one line, perpendicularly to the overall large scale wind direction and with an interprofile spacing of 10 m. Each firn profile was vertically extracted from the snow surface by inserting a 1 m pipe of carbon fiber at the sidewall of a snow-pit. Vertical target resolution was 1.1 cm in the upper 16.5 cm and 3.3 cm in the lower part. Due compression and expanding while handling, transportation and cutting at site, we assume a maximum depth uncertainty from these steps of 2 cm. All samples (N = 1249) were packed in plastic bags and transported to Germany in a constantly frozen state. Measurements of the stable water isotopic composition (δ¹⁸O, δD) of the firn samples were done using a Cavity Ring-Down Spectroscopy instrument (CRDS) of PICARRO Inc (model L2140-i) in the Stable Isotope Facility at the Alfred Wegener Institute in Potsdam, Germany. Post-run correction was done as described in Münch et al., (2016 - doi:10.5194/cp-12-1565-2016). Scaling to the VSMOW/SLAP (Vienna Standard Mean Ocean Water/StandardLight Antarctic Precipitation) scale results in the δ-notation, describing the ratio of heavy to light isotopes in ‰. In-house standards were used for quality control. The mean combined measurement uncertainty is 0.07‰ for δ¹⁸O and 0.5‰ for δD (root mean square deviation, RMSD).
Keyword(s):	Dronning Maud Land; East Antarctic plateau; snow cores; stable water isotopes
Related to:	Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung (2016): Neumayer III and Kohnen Station in Antarctica operated by the Alfred Wegener Institute. Journal of large-scale research facilities JLSRF, 2, A85, https://doi.org/10.17815/jlsrf-2-152
	Laepple, Thomas; Hörhold, Maria; Dallmayr, Remi; Freitag, Johannes; Hirsch, Nora (2023): Local snow dunes / sastrugi heights across the plateau of Dronning Maud Land, East Antarctica [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.956663
Documentation:	Münch, Thomas; Kipfstuhl, Sepp; Freitag, Johannes; Meyer, Hanno; Laepple, Thomas (2016): Regional climate signal vs. local noise: a two-dimensional view of water isotopes in Antarctic firn at Kohnen Station, Dronning Maud Land. Climate of the Past, 12(7), 1565-1581, https://doi.org/10.5194/cp-12-1565-2016
Project(s):	Polar Terrestrial Environmental Systems @ AWI (AWI_Envi) (URI: https://www.awi.de/en/science/geosciences/polar-terrestrial-environmental-systems.html)
	Space-time structure of climate change @ AWI (AWI_SPACE) (URI: https://www.awi.de/en/science/junior-groups/space.html)
Coverage:	MEDIAN LATITUDE: -75.426612 * MEDIAN LONGITUDE: -2.618705 * SOUTH-BOUND LATITUDE: -75.581500 * WEST-BOUND LONGITUDE: -3.430330 * NORTH-BOUND LATITUDE: -75.128710 * EAST-BOUND LONGITUDE: -0.791410
	DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-15T00:00:00
	MINIMUM DEPTH, ice/snow: 0.005 m * MAXIMUM DEPTH, ice/snow: 0.995 m
Event(s):	2018_Kohnen_C4 * LATITUDE: -75.519530 * LONGITUDE: -3.376910 * DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-15T00:00:00 * LOCATION: Dronning Maud Land * CAMPAIGN: Kohnen_based * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Firn corer (FIRNC)
	2018_Kohnen_C5 * LATITUDE: -75.507350 * LONGITUDE: -3.301740 * DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-15T00:00:00 * LOCATION: Dronning Maud Land * CAMPAIGN: Kohnen_based * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Firn corer (FIRNC)
	2018_Kohnen_D2 * LATITUDE: -75.581500 * LONGITUDE: -3.430330 * DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-15T00:00:00 * LOCATION: Dronning Maud Land * CAMPAIGN: Kohnen_based * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Firn corer (FIRNC)
	2018_Kohnen_D7 * LATITUDE: -75.520450 * LONGITUDE: -3.053920 * DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-15T00:00:00 * LOCATION: Dronning Maud Land * CAMPAIGN: Kohnen_based * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Firn corer (FIRNC)
	2018_Kohnen_D24 * LATITUDE: -75.308380 * LONGITUDE: -1.798080 * DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-15T00:00:00 * LOCATION: Dronning Maud Land * CAMPAIGN: Kohnen_based * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Firn corer (FIRNC)
	2018_Kohnen_D38 * LATITUDE: -75.128710 * LONGITUDE: -0.791410 * DATE/TIME START: 2018-12-10T00:00:00 * DATE/TIME END: 2018-12-15T00:00:00 * LOCATION: Dronning Maud Land * CAMPAIGN: Kohnen_based * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Firn corer (FIRNC)
Domain attribute(s):	O2A Registry URI: hdl:10013/sensor.33733b4e-78bc-4524-ae27-9d92a1542ae9
Comment:	The ISOLAB Facility metadata is part of the sensor web: 
	Sensor (2022): Metadata for laboratory ISOLAB Facility – Stable Isotope Laboratory Potsdam at Current Version. hdl:10013/sensor.ddc92f54-4c63-492d-81c7-696260694001
	Sensor (2022): Metadata for Isotopic Water Liquid Analyzer for the online determination of the hydrogen and oxygen isotopic composition using Cavity Ring-Down Spectroscopy (CRDS) L2140-i: hdl:10013/sensor.33733b4e-78bc-4524-ae27-9d92a1542ae9
Parameter(s):	Event label (Event) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de)
	Date/Time of event (Date/Time) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de)
	Location ID (Loc ID) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de)
	LATITUDE (Latitude) * GEOCODE * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de)
	Position [m] (Position) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * COMMENT: profile position along the 60 m snow height measurements
	Profile ID (Profile ID) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * COMMENT: snow profile number
	Snow height [m] (Snow h) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * COMMENT: snow surface height at the snow profile, arbitrary ground zero
	Sample number (Sample no) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * COMMENT: number of isotope sample
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * COMMENT: mean
	Depth, ice/snow, top/minimum [m] (Depth ice/snow top) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * COMMENT: depth of isotope sample
	Depth, ice/snow, bottom/maximum [m] (Depth ice/snow bot) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * COMMENT: depth of isotope sample
	δ18O, water [‰ SMOW] (δ18O H2O) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * METHOD/DEVICE: Cavity Ring-Down Spectrometer (CRDS), PICARRO, L2140i * COMMENT: vs. VSMOW
	δ Deuterium, water [‰ SMOW] (δD H2O) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * METHOD/DEVICE: Cavity Ring-Down Spectrometer (CRDS), PICARRO, L2140i * COMMENT: vs. VSMOW
	Deuterium excess [‰] (d xs) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de)
	δ18O, water, standard deviation [±] (δ18O H2O std dev) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * METHOD/DEVICE: Cavity Ring-Down Spectrometer (CRDS), PICARRO, L2140i
	δ Deuterium, standard deviation [±] (δD std dev) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de) * METHOD/DEVICE: Cavity Ring-Down Spectrometer (CRDS), PICARRO, L2140i
	Deuterium excess, standard deviation [±] (d xs std dev) * PI: Hirsch, Nora (https://orcid.org/0000-0001-6079-4699, nora.hirsch@awi.de)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	16237 data points
*/
Event	Date/Time	Loc ID	Latitude	Longitude	Position [m]	Profile ID	Snow h [m]	Sample no	Depth ice/snow [m]	Depth ice/snow top [m]	Depth ice/snow bot [m]	δ18O H2O [‰ SMOW]	δD H2O [‰ SMOW]	d xs [‰]	δ18O H2O std dev [±]	δD std dev [±]	d xs std dev [±]
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	1	0.005	0.000	0.010	-37.12	-295.28	1.64	0.06	0.31	0.56
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	2	0.015	0.010	0.020	-36.65	-291.07	2.14	0.02	0.21	0.26
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	3	0.025	0.020	0.031	-36.06	-285.76	2.69	0.01	0.08	0.12
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	4	0.036	0.031	0.041	-36.64	-290.30	2.81	0.01	0.09	0.10
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	5	0.046	0.041	0.051	-37.26	-295.02	3.05	0.03	0.02	0.21
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	6	0.056	0.051	0.061	-40.38	-318.73	4.29	0.02	0.08	0.15
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	7	0.066	0.061	0.072	-45.60	-359.41	5.42	0.04	0.20	0.36
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	8	0.077	0.072	0.082	-48.08	-379.02	5.59	0.01	0.15	0.18
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	9	0.087	0.082	0.092	-48.27	-381.29	4.87	0.03	0.11	0.24
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	10	0.097	0.092	0.102	-48.47	-382.22	5.56	0.01	0.10	0.15
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	11	0.107	0.102	0.112	-48.50	-381.06	6.96	0.01	0.00	0.09
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	12	0.117	0.112	0.122	-47.67	-373.42	7.98	0.01	0.06	0.11
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	13	0.128	0.122	0.133	-46.46	-363.33	8.38	0.01	0.04	0.07
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	14	0.138	0.133	0.143	-45.62	-356.91	8.08	0.01	0.01	0.08
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	15	0.148	0.143	0.153	-44.73	-350.34	7.51	0.05	0.11	0.45
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	16	0.168	0.153	0.184	-43.95	-344.62	6.95	0.01	0.06	0.11
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	17	0.199	0.184	0.214	-43.75	-340.11	9.90	0.02	0.00	0.13
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	18	0.230	0.214	0.245	-41.87	-323.20	11.75	0.03	0.17	0.31
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	19	0.260	0.245	0.276	-40.41	-319.59	3.71	0.03	0.15	0.27
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	20	0.291	0.276	0.306	-44.37	-350.24	4.70	0.01	0.06	0.10
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	21	0.322	0.306	0.337	-47.00	-367.57	8.45	0.00	0.10	0.10
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	22	0.352	0.337	0.367	-47.73	-372.07	9.80	0.04	0.02	0.34
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	23	0.383	0.367	0.398	-47.13	-368.44	8.63	0.01	0.04	0.11
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	24	0.413	0.398	0.429	-44.75	-350.42	7.56	0.01	0.04	0.08
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	25	0.444	0.429	0.459	-47.32	-371.17	7.39	0.01	0.04	0.09
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	26	0.475	0.459	0.490	-50.34	-392.96	9.73	0.04	0.09	0.31
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	27	0.505	0.490	0.521	-47.89	-371.51	11.58	0.03	0.07	0.25
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	28	0.536	0.521	0.551	-44.45	-348.35	7.28	0.02	0.09	0.21
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	29	0.567	0.551	0.582	-46.21	-364.97	4.71	0.01	0.06	0.08
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	30	0.597	0.582	0.613	-47.73	-375.44	6.40	0.02	0.03	0.17
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	31	0.628	0.613	0.643	-47.44	-371.13	8.41	0.01	0.02	0.08
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	32	0.658	0.643	0.674	-46.37	-361.15	9.85	0.03	0.05	0.22
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	33	0.689	0.674	0.704	-45.91	-357.58	9.69	0.03	0.10	0.28
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	34	0.720	0.704	0.735	-47.30	-370.54	7.89	0.01	0.07	0.08
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	35	0.750	0.735	0.766	-49.47	-386.93	8.84	0.01	0.14	0.17
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	36	0.781	0.766	0.796	-48.60	-378.16	10.66	0.05	0.11	0.43
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	37	0.812	0.796	0.827	-46.93	-366.20	9.21	0.02	0.10	0.20
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	38	0.842	0.827	0.858	-45.69	-358.98	6.53	0.03	0.04	0.26
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	39	0.873	0.858	0.888	-44.85	-352.74	6.10	0.07	0.37	0.70
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	40	0.903	0.888	0.919	-43.29	-339.39	6.93	0.02	0.08	0.19
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	41	0.934	0.919	0.949	-41.82	-327.97	6.60	0.03	0.11	0.30
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	0	457	0.290	42	0.975	0.949	1.000	-42.14	-333.01	4.13	0.03	0.11	0.25
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	1	0.005	0.000	0.011	-37.76	-300.75	1.35	0.06	0.04	0.48
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	2	0.016	0.011	0.021	-37.51	-298.97	1.08	0.03	0.37	0.44
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	3	0.026	0.021	0.032	-37.53	-298.67	1.55	0.03	0.07	0.22
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	4	0.037	0.032	0.042	-37.63	-298.70	2.35	0.06	0.11	0.49
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	5	0.047	0.042	0.053	-37.22	-295.35	2.41	0.06	0.09	0.48
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	6	0.058	0.053	0.063	-36.96	-292.86	2.80	0.02	0.06	0.20
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	7	0.068	0.063	0.074	-37.15	-293.99	3.23	0.01	0.02	0.11
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	8	0.079	0.074	0.084	-37.56	-298.00	2.45	0.08	0.13	0.67
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	9	0.090	0.084	0.095	-39.41	-312.31	2.97	0.01	0.06	0.08
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	10	0.100	0.095	0.105	-41.52	-329.60	2.55	0.07	0.17	0.55
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	11	0.111	0.105	0.116	-42.19	-334.71	2.82	0.03	0.09	0.27
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	12	0.121	0.116	0.127	-42.80	-339.26	3.13	0.01	0.07	0.13
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	13	0.132	0.127	0.137	-44.73	-352.88	4.95	0.01	0.03	0.09
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	14	0.142	0.137	0.147	-45.90	-358.39	8.84	0.02	0.09	0.19
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	15	0.153	0.147	0.158	-44.04	-341.91	10.42	0.00	0.02	0.04
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	16	0.174	0.158	0.190	-42.74	-332.40	9.53	0.06	0.11	0.53
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	17	0.205	0.190	0.221	-42.89	-335.14	8.02	0.01	0.07	0.12
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	18	0.237	0.221	0.253	-42.78	-338.42	3.84	0.06	0.12	0.52
2018_Kohnen_D7	2018-12	D7	-75.52045	-3.05392	10	458	0.400	19	0.269	0.253	0.284	-40.61	-315.04	9.80	0.04	0.22	0.39
