Age [ka BP]	Depth ice/snow [m]	Age [year AD]	Depth top [m]	Depth bot [m]	d18O H2O [per mil SMOW]	Acc rate ice [kg/m**2/a]
0.547	60.900000	1403	60.84700	60.95300	-46.44	78.68
0.548	60.993000	1402	60.95300	61.03300	-45.35	59.42
0.549	61.074000	1401	61.03300	61.11500	-44.33	60.93
0.550	61.152000	1400	61.11500	61.18900	-44.39	55.01
0.551	61.234500	1399	61.18900	61.28000	-44.73	67.68
0.552	61.327000	1398	61.28000	61.37400		69.96
0.553	61.399000	1397	61.37400	61.42400	-45.02	37.25
0.554	61.452000	1396	61.42400	61.48000	-45.00	41.74
0.555	61.525000	1395	61.48000	61.57000	-45.14	67.13
0.556	61.607000	1394	61.57000	61.64400	-45.00	55.24
0.557	61.676000	1393	61.64400	61.70800	-44.61	47.81
0.558	61.771000	1392	61.70800	61.83400	-43.91	94.22
0.559	61.870000	1391	61.83400	61.90600		53.89
0.560	61.932000	1390	61.90600	61.95800	-43.48	38.95
0.561	62.007000	1389	61.95800	62.05600	-43.62	73.46
0.562	62.092000	1388	62.05600	62.12800	-44.09	54.02
0.563	62.161000	1387	62.12800	62.19400	-44.66	49.56
0.564	62.234000	1386	62.19400	62.27400	-45.46	60.12
0.565	62.311000	1385	62.27400	62.34800	-46.63	55.64
0.566	62.381000	1384	62.34800	62.41400	-47.32	49.64
0.567	62.452000	1383	62.41400	62.49000	-46.78	57.18
0.568	62.559000	1382	62.49000	62.62800	-44.51	103.87
0.569	62.670000	1381	62.62800	62.71200	-44.37	63.26
0.570	62.761000	1380	62.71200	62.81000	-46.12	73.84
0.571	62.851000	1379	62.81000	62.89200	-46.84	61.81
0.572	62.940000	1378	62.89200	62.98800	-46.16	72.41
0.573	63.051000	1377	62.98800	63.11400	-45.24	95.11
0.574	63.181000	1376	63.11400	63.24800	-45.27	101.22
0.575	63.283000	1375	63.24800	63.31800	-45.90	52.84
0.576	63.353000	1374	63.31800	63.38800	-46.05	52.80
0.577	63.415000	1373	63.38800	63.44200	-45.75	40.70
0.578	63.485000	1372	63.44200	63.52800	-44.40	64.76
0.579	63.582000	1371	63.52800	63.63600	-43.44	81.25
0.580	63.683000	1370	63.63600	63.73000	-43.36	70.63
0.581	63.781000	1369	63.73000	63.83200	-43.21	76.59
0.582	63.857000	1368	63.83200	63.88200	-43.72	37.58
0.583	63.909000	1367	63.88200	63.93600	-44.37	40.63
0.584	63.983000	1366	63.93600	64.03000	-45.65	70.83
0.585	64.057000	1365	64.03000	64.08400	-46.32	40.75
0.586	64.124000	1364	64.08400	64.16400	-46.58	60.45
0.587	64.213000	1363	64.16400	64.26200	-46.96	74.18
0.588	64.294000	1362	64.26200	64.32600	-46.77	48.47
0.589	64.376000	1361	64.32600	64.42600	-46.33	75.75
0.590	64.471000	1360	64.42600	64.51600	-45.86	68.17
0.591	64.570000	1359	64.51600	64.62400	-45.61	81.82
0.592	64.647000	1358	64.62400	64.67000	-45.55	34.85
0.593	64.715000	1357	64.67000	64.76000	-45.63	68.19
0.594	64.799000	1356	64.76000	64.83800	-45.67	59.13
0.595	64.868000	1355	64.83800	64.89800	-45.59	45.53
0.596	64.972000	1354	64.89800	65.04600	-45.70	112.45
0.597	65.096000	1353	65.04600	65.14600	-45.66	76.10
0.598	65.203500	1352	65.14600	65.26100	-45.61	87.62
0.599	65.301000	1351	65.26100	65.34100	-46.47	60.96
0.600	65.375000	1350	65.34100	65.40900	-46.19	51.79
0.601	65.468000	1349	65.40900	65.52700	-44.96	89.84
0.602	65.569000	1348	65.52700	65.61100	-44.58	63.93
0.603	65.644000	1347	65.61100	65.67700	-44.33	50.21
0.604	65.732000	1346	65.67700	65.78700	-44.11	83.67
0.605	65.822000	1345	65.78700	65.85700	-44.32	53.28
0.606	65.917000	1344	65.85700	65.97700	-44.76	91.44
0.607	66.018000	1343	65.97700	66.05900	-44.68	62.57
0.608	66.116000	1342	66.05900	66.17300	-44.07	87.09
0.609	66.222500	1341	66.17300	66.27200	-44.10	75.74
0.610	66.316000	1340	66.27200	66.36000	-44.34	67.41
0.611	66.419000	1339	66.36000	66.47800	-44.03	90.55
0.612	66.530000	1338	66.47800	66.58200	-43.57	79.99
0.613	66.625000	1337	66.58200	66.66800	-43.54	66.27
0.614	66.735000	1336	66.66800	66.80200	-43.68	103.45
0.615	66.857000	1335	66.80200	66.91200	-45.16	84.84
0.616	66.953000	1334	66.91200	66.99400	-46.38	63.14
0.617	67.032000	1333	66.99400	67.07000	-45.98	58.44
0.618	67.126000	1332	67.07000	67.18200	-45.38	86.00
0.619	67.217000	1331	67.18200	67.25200	-45.67	53.67
0.620	67.302000	1330	67.25200	67.35200	-45.52	76.67
0.621	67.387000	1329	67.35200	67.42200	-44.92	53.69
0.622	67.450000	1328	67.42200	67.47800	-44.32	42.97
0.623	67.519000	1327	67.47800	67.56000	-43.37	62.94
0.624	67.615000	1326	67.56000	67.67000		84.48
0.625	67.720000	1325	67.67000	67.77000	-41.91	76.84
0.626	67.814000	1324	67.77000	67.85800	-43.81	67.67
0.627	67.891000	1323	67.85800	67.92400	-44.32	50.77
0.628	67.956000	1322	67.92400	67.98800	-43.81	49.25
0.629	68.024000	1321	67.98800	68.06000	-43.71	55.44
0.630	68.093000	1320	68.06000	68.12600	-44.57	50.85
0.631	68.149000	1319	68.12600	68.17200	-45.23	35.45
0.632	68.202500	1318	68.17200	68.23300	-45.55	47.03
0.633	68.289000	1317	68.23300	68.34500	-45.75	86.40
0.634	68.387000	1316	68.34500	68.42900	-45.40	64.86
0.635	68.461000	1315	68.42900	68.49300	-45.26	49.45
0.636	68.528000	1314	68.49300	68.56300	-45.77	54.13
0.637	68.610000	1313	68.56300	68.65700	-46.45	72.74
0.638	68.685000	1312	68.65700	68.71300	-46.09	43.37
0.639	68.746000	1311	68.71300	68.77900	-45.38	51.14
0.640	68.817000	1310	68.77900	68.85500	-44.67	58.87
0.641	68.877000	1309	68.85500	68.89900	-44.48	34.06
0.642	68.942000	1308	68.89900	68.98500	-44.98	66.55
0.643	69.012000	1307	68.98500	69.03900	-45.92	41.76
0.644	69.060000	1306	69.03900	69.08100	-46.19	32.47
0.645	69.113000	1305	69.08100	69.14500	-46.14	49.45
0.646	69.188500	1304	69.14500	69.23200	-45.47	67.19
0.647	69.264000	1303	69.23200	69.29600	-45.01	49.41
0.648	69.346000	1302	69.29600	69.39600	-45.11	77.26
0.649	69.430000	1301	69.39600	69.46400	-45.66	52.58
0.650	69.508000	1300	69.46400	69.55200	-46.66	68.12
0.651	69.589000	1299	69.55200	69.62600	-46.32	57.32
0.652	69.653000	1298	69.62600	69.68000	-45.16	41.86
0.653	69.713000	1297	69.68000	69.74600	-44.09	51.20
0.654	69.773000	1296	69.74600	69.80000	-43.89	41.92
0.655	69.834000	1295	69.80000	69.86800	-44.92	52.82
0.656	69.915000	1294	69.86800	69.96200	-46.19	73.10
0.657	70.000000	1293	69.96200	70.03800	-46.24	59.17
0.658	70.074000	1292	70.03800	70.11000	-46.10	56.10
0.659	70.149500	1291	70.11000	70.18900	-46.36	61.62
0.660	70.226000	1290	70.18900	70.26300	-46.74	57.78
0.661	70.299000	1289	70.26300	70.33500	-46.74	56.23
0.662	70.369000	1288	70.33500	70.40300	-46.35	53.10
0.663	70.441000	1287	70.40300	70.47900	-45.44	59.33
0.664	70.531000	1286	70.47900	70.58300	-44.59	81.18
0.665	70.617000	1285	70.58300	70.65100	-44.25	53.06
0.666	70.686000	1284	70.65100	70.72100	-45.55	54.61
0.667	70.782000	1283	70.72100	70.84300	-46.06	95.19
0.668	70.869000	1282	70.84300	70.89500	-46.82	40.59
0.669	70.919000	1281	70.89500	70.94300	-46.87	37.49
0.670	70.978000	1280	70.94300	71.01300	-46.68	54.69
0.671	71.063000	1279	71.01300	71.11300	-46.06	78.17
0.672	71.156000	1278	71.11300	71.19900	-45.43	67.27
0.673	71.243000	1277	71.19900	71.28700	-45.54	68.89
0.674	71.345000	1276	71.28700	71.40300	-46.34	90.95
0.675	71.433000	1275	71.40300	71.46300	-47.15	47.11
0.676	71.491000	1274	71.46300	71.51900	-47.20	44.02
0.677	71.552000	1273	71.51900	71.58500	-46.75	51.94
0.678	71.643000	1272	71.58500	71.70100	-45.86	91.43
0.679	71.734000	1271	71.70100	71.76700	-45.58	52.10
0.680	71.806000	1270	71.76700	71.84500	-46.08	61.55
0.681	71.885000	1269	71.84500	71.92500	-46.83	63.06
0.682	71.957000	1268	71.92500	71.98900	-46.56	50.40
0.683	72.026000	1267	71.98900	72.06300	-45.85	58.22
0.684	72.100000	1266	72.06300	72.13700	-45.39	58.16
0.685	72.166000	1265	72.13700	72.19500	-45.44	45.55
0.686	72.221000	1264	72.19500	72.24700	-45.57	40.81
0.687	72.273000	1263	72.24700	72.29900	-45.72	40.78
0.688	72.344000	1262	72.29900	72.38900	-45.43	70.57
0.689	72.422000	1261	72.38900	72.45500	-45.23	51.75
0.690	72.490000	1260	72.45500	72.52500	-45.71	54.88
0.691	72.567000	1259	72.52500	72.60900	-46.52	65.75
0.692	72.630000	1258	72.60900	72.65100	-46.90	33.38
0.693	72.705000	1257	72.65100	72.75900	-46.64	84.18
0.694	72.782000	1256	72.75900	72.80500	-45.91	36.16
0.695	72.872500	1255	72.80500	72.94000	-45.53	105.40
0.696	72.984000	1254	72.94000	73.02800	-45.69	68.64
0.697	73.072000	1253	73.02800	73.11600	-45.79	68.42
0.698	73.143500	1252	73.11600	73.17100	-45.62	43.16
0.699	73.205000	1251	73.17100	73.23900	-45.13	52.55
0.700	73.271000	1250	73.23900	73.30300	-44.39	50.28
0.701	73.336000	1249	73.30300	73.36900	-43.40	51.09
0.702	73.407000	1248	73.36900	73.44500	-42.61	59.06
0.703	73.488000	1247	73.44500	73.53100	-42.33	67.24
0.704	73.559500	1246	73.53100	73.58800	-42.56	44.40
0.705	73.611000	1245	73.58800	73.63400	-43.13	35.55
0.706	73.674500	1244	73.63400	73.71500	-44.10	63.45
0.707	73.770000	1243	73.71500	73.82500	-45.65	86.42
0.708	73.867500	1242	73.82500	73.91000	-45.69	66.39
0.709	73.940500	1241	73.91000	73.97100	-45.47	47.81
0.710	73.998000	1240	73.97100	74.02500	-45.35	42.81
0.711	74.063500	1239	74.02500	74.10200	-45.49	60.21
0.712	74.139500	1238	74.10200	74.17700	-45.59	59.52
0.713	74.209000	1237	74.17700	74.24100	-45.65	50.34
0.714	74.286000	1236	74.24100	74.33100	-45.92	70.65
0.715	74.368000	1235	74.33100	74.40500	-46.29	58.58
0.716	74.430000	1234	74.40500	74.45500	-46.39	39.46
0.717	74.480000	1233	74.45500	74.50500	-46.13	39.47
0.718	74.528000	1232	74.50500	74.55100	-45.65	36.45
0.719	74.582500	1231	74.55100	74.61400	-45.41	49.45
0.720	74.650000	1230	74.61400	74.68600	-45.52	57.17
0.721	74.727000	1229	74.68600	74.76800	-46.17	64.38
0.722	74.814500	1228	74.76800	74.86100	-46.77	74.16
0.723	74.886500	1227	74.86100	74.91200	-46.75	40.55
0.724	74.946500	1226	74.91200	74.98100	-46.15	54.01
0.725	75.027000	1225	74.98100	75.07300	-45.36	72.77
0.726	75.110000	1224	75.07300	75.14700	-45.32	59.11
0.727	75.197500	1223	75.14700	75.24800	-46.32	79.62
0.728	75.285500	1222	75.24800	75.32300	-46.38	59.40
0.729	75.353500	1221	75.32300	75.38400	-46.99	48.77
0.730	75.414500	1220	75.38400	75.44500	-47.11	48.27
0.731	75.480500	1219	75.44500	75.51600	-47.17	56.81
0.732	75.547500	1218	75.51600	75.57900	-47.08	49.55
0.733	75.610000	1217	75.57900	75.64100	-46.46	49.98
0.734	75.674000	1216	75.64100	75.70700	-45.64	52.48
0.735	75.753500	1215	75.70700	75.80000	-45.68	74.28
0.736	75.850500	1214	75.80000	75.90100	-45.74	80.68
0.737	75.934000	1213	75.90100	75.96700	-45.32	52.37
0.738	75.995000	1212	75.96700	76.02300	-44.79	44.48
0.739	76.056000	1211	76.02300	76.08900	-43.68	52.20
0.740	76.120000	1210	76.08900	76.15100	-43.92	49.02
0.741	76.188000	1209	76.15100	76.22500	-43.46	59.30
0.742	76.267500	1208	76.22500	76.31000	-43.50	66.96
0.743	76.369500	1207	76.31000	76.42900	-44.06	94.05
0.744	76.480000	1206	76.42900	76.53100	-44.44	81.60
0.745	76.565500	1205	76.53100	76.60000	-45.23	55.27
0.746	76.627000	1204	76.60000	76.65400	-45.44	43.02
0.747	76.689000	1203	76.65400	76.72400	-44.89	55.64
0.748	76.760000	1202	76.72400	76.79600	-44.62	57.45
0.749	76.833500	1201	76.79600	76.87100	-45.32	59.75
0.750	76.906000	1200	76.87100	76.94100	-46.40	56.04
0.751	76.986000	1199	76.94100	77.03100	-47.26	71.31
0.752	77.067500	1198	77.03100	77.10400	-47.27	57.90
0.753	77.141500	1197	77.10400	77.17900	-46.89	60.08
0.754	77.223500	1196	77.17900	77.26800	-45.92	69.99
0.755	77.297500	1195	77.26800	77.32700	-45.18	47.33
0.756	77.363000	1194	77.32700	77.39900	-44.70	56.95
0.757	77.442000	1193	77.39900	77.48500	-44.44	68.02
0.758	77.527000	1192	77.48500	77.56900	-44.85	66.57
0.759	77.607500	1191	77.56900	77.64600		61.76
0.760	77.686500	1190	77.64600	77.72700	-45.75	64.58
0.761	77.768500	1189	77.72700	77.81000	-45.28	66.24
0.762	77.843000	1188	77.81000	77.87600	-44.47	51.98
0.763	77.924500	1187	77.87600	77.97300	-43.90	77.30
0.764	78.009500	1186	77.97300	78.04600	-44.35	58.23
0.765	78.091000	1185	78.04600	78.13600	-44.45	71.95
0.766	78.184000	1184	78.13600	78.23200	-43.57	76.94
0.767	78.271500	1183	78.23200	78.31100	-42.36	62.82
0.768	78.348000	1182	78.31100	78.38500	-41.98	58.55
0.769	78.413000	1181	78.38500	78.44100	-42.89	45.41
0.770	78.477500	1180	78.44100	78.51400	-44.14	58.15
0.771	78.551000	1179	78.51400	78.58800	-44.78	58.83
0.772	78.631500	1178	78.58800	78.67500	-45.39	69.60
0.773	78.722500	1177	78.67500	78.77000	-45.83	76.60
0.774	78.808000	1176	78.77000	78.84600	-45.54	61.37
0.775	78.898500	1175	78.84600	78.95100	-44.29	84.59
0.776	78.976000	1174	78.95100	79.00100	-43.57	40.22
0.777	79.034000	1173	79.00100	79.06700	-44.13	53.47
0.778	79.094500	1172	79.06700	79.12200	-44.42	44.60
0.779	79.163500	1171	79.12200	79.20500	-44.60	66.93
0.780	79.238500	1170	79.20500	79.27200	-44.86	54.08
0.781	79.294500	1169	79.27200	79.31700	-44.89	37.17
0.782	79.342500	1168	79.31700	79.36800	-45.19	41.04
0.783	79.400000	1167	79.36800	79.43200	-45.84	51.37
0.784	79.460000	1166	79.43200	79.48800	-46.21	45.76
0.785	79.521500	1165	79.48800	79.55500	-46.01	54.03
0.786	79.584000	1164	79.55500	79.61300	-45.74	47.10
0.787	79.656500	1163	79.61300	79.70000	-45.19	69.88
0.788	79.760000	1162	79.70000	79.82000	-44.48	96.65
0.789	79.880000	1161	79.82000	79.94000	-45.06	96.64
0.790	79.979500	1160	79.94000	80.01900	-45.60	63.37
0.791	80.055000	1159	80.01900	80.09100	-44.68	58.45
0.792	80.139500	1158	80.09100	80.18800	-42.70	77.55
0.793	80.222500	1157	80.18800	80.25700	-42.44	55.88
0.794	80.299500	1156	80.25700	80.34200	-43.30	68.95
0.795	80.386500	1155	80.34200	80.43100	-44.02	71.72
0.796	80.465500	1154	80.43100	80.50000	-44.13	55.54
0.797	80.540500	1153	80.50000	80.58100	-44.67	66.13
0.798	80.619000	1152	80.58100	80.65700	-45.09	61.17
0.799	80.694500	1151	80.65700	80.73200	-45.05	61.49
0.800	80.766000	1150	80.73200	80.80000	-44.79	54.56
0.801	80.831000	1149	80.80000	80.86200	-44.50	51.12
0.802	80.899000	1148	80.86200	80.93600	-44.71	59.26
0.803	80.980500	1147	80.93600	81.02500	-45.05	72.47
0.804	81.077500	1146	81.02500	81.13000	-43.91	85.32
0.805	81.163000	1145	81.13000	81.19600	-43.55	52.93
0.806	81.224500	1144	81.19600	81.25300	-43.98	46.06
0.807	81.287500	1143	81.25300	81.32200	-44.81	55.48
0.808	81.359500	1142	81.32200	81.39700	-45.69	61.17
0.809	81.451000	1141	81.39700	81.50500	-45.79	87.20
0.810	81.526500	1140	81.50500	81.54800	-45.30	34.74
0.811	81.576500	1139	81.54800	81.60500	-44.96	46.35
0.812	81.665500	1138	81.60500	81.72600	-44.93	98.39
0.813	81.766000	1137	81.72600	81.80600	-45.05	65.11
0.814	81.842000	1136	81.80600	81.87800	-44.52	58.54
0.815	81.920000	1135	81.87800	81.96200	-44.37	68.28
0.816	81.999500	1134	81.96200	82.03700	-45.14	60.46
0.817	82.076500	1133	82.03700	82.11600	-45.75	63.72
0.818	82.160000	1132	82.11600	82.20400	-45.40	71.24
0.819	82.243500	1131	82.20400	82.28300	-44.60	64.17
0.820	82.315500	1130	82.28300	82.34800	-43.73	52.06
0.821	82.406500	1129	82.34800	82.46500	-43.10	95.06
0.822	82.501500	1128	82.46500	82.53800	-43.79	59.25
0.823	82.564000	1127	82.53800	82.59000	-44.70	42.42
0.824	82.625000	1126	82.59000	82.66000	-45.06	56.91
0.825	82.694000	1125	82.66000	82.72800	-44.84	54.99
0.826	82.759000	1124	82.72800	82.79000	-44.78	50.98
0.827	82.825500	1123	82.79000	82.86100	-45.41	58.15
0.828	82.898000	1122	82.86100	82.93500	-46.22	60.23
0.829	82.970000	1121	82.93500	83.00500	-46.41	57.20
0.830	83.033500	1120	83.00500	83.06200	-46.45	46.66
0.831	83.101500	1119	83.06200	83.14100	-45.95	64.39
0.832	83.176000	1118	83.14100	83.21100	-45.51	57.72
0.833	83.246000	1117	83.21100	83.28100	-45.67	57.34
0.834	83.311500	1116	83.28100	83.34200	-45.47	50.02
0.835	83.370000	1115	83.34200	83.39800	-45.00	45.68
0.836	83.431500	1114	83.39800	83.46500	-45.22	54.83
0.837	83.503000	1113	83.46500	83.54100	-45.48	62.17
0.838	83.578000	1112	83.54100	83.61500	-45.48	60.69
0.839	83.648500	1111	83.61500	83.68200	-45.27	54.89
0.840	83.712000	1110	83.68200	83.74200	-44.92	49.33
0.841	83.775000	1109	83.74200	83.80800	-44.50	53.51
0.842	83.841000	1108	83.80800	83.87400	-44.16	54.08
0.843	83.925500	1107	83.87400	83.97700	-44.45	85.08
0.844	84.027000	1106	83.97700	84.07700	-45.28	82.07
0.845	84.109500	1105	84.07700	84.14200	-45.50	52.68
0.846	84.182500	1104	84.14200	84.22300	-45.34	66.34
0.847	84.269000	1103	84.22300	84.31500	-45.54	75.96
0.848	84.355000	1102	84.31500	84.39500	-45.84	65.67
0.849	84.435000	1101	84.39500	84.47500	-45.94	65.65
0.850	84.505500	1100	84.47500	84.53600	-45.75	50.25
0.851	84.569500	1099	84.53600	84.60300	-45.92	54.81
0.852	84.649000	1098	84.60300	84.69500	-46.18	75.01
0.853	84.730000	1097	84.69500	84.76500	-46.21	57.38
0.854	84.797000	1096	84.76500	84.82900	-46.28	52.58
0.855	84.866000	1095	84.82900	84.90300	-46.67	61.16
0.856	84.932000	1094	84.90300	84.96100	-46.76	47.58
0.857	84.998000	1093	84.96100	85.03500	-46.18	60.60
0.858	85.071500	1092	85.03500	85.10800	-45.52	59.62
0.859	85.137500	1091	85.10800	85.16700	-45.54	49.37
0.860	85.197500	1090	85.16700	85.22800	-45.62	49.86
0.861	85.257000	1089	85.22800	85.28600	-45.64	47.59
0.862	85.325000	1088	85.28600	85.36400	-45.86	64.47
0.863	85.412000	1087	85.36400	85.46000	-45.51	78.42
0.864	85.492000	1086	85.46000	85.52400	-44.71	52.65
0.865	85.564000	1085	85.52400	85.60400	-44.00	65.71
0.866	85.625000	1084	85.60400	85.64600	-43.69	34.78
0.867	85.696000	1083	85.64600	85.74600	-43.43	81.70
0.868	85.794000	1082	85.74600	85.84200	-44.28	79.50
0.869	85.872000	1081	85.84200	85.90200	-45.34	49.12
0.870	85.931000	1080	85.90200	85.96000	-45.82	47.92
0.871	85.993000	1079	85.96000	86.02600	-45.77	53.90
0.872	86.054000	1078	86.02600	86.08200	-45.13	46.79
0.873	86.109000	1077	86.08200	86.13600	-44.05	44.13
0.874	86.181500	1076	86.13600	86.22700	-43.00	75.88
0.875	86.273000	1075	86.22700	86.31900	-43.01	75.94
0.876	86.352000	1074	86.31900	86.38500	-44.08	54.63
0.877	86.427500	1073	86.38500	86.47000	-43.79	70.46
0.878	86.509500	1072	86.47000	86.54900	-43.37	65.16
0.879	86.579500	1071	86.54900	86.61000	-44.28	50.75
0.880	86.642500	1070	86.61000	86.67500	-44.88	54.00
0.881	86.712500	1069	86.67500	86.75000	-44.89	62.16
0.882	86.786000	1068	86.75000	86.82200	-44.58	59.67
0.883	86.863500	1067	86.82200	86.90500	-44.32	68.82
0.884	86.949500	1066	86.90500	86.99400	-44.43	73.72
0.885	87.022000	1065	86.99400	87.05000	-44.79	46.26
0.886	87.075000	1064	87.05000	87.10000	-45.13	41.79
0.887	87.127500	1063	87.10000	87.15500	-45.45	45.65
0.888	87.190000	1062	87.15500	87.22500	-45.52	58.12
0.889	87.267500	1061	87.22500	87.31000	-44.99	70.58
0.890	87.352500	1060	87.31000	87.39500	-44.89	70.54
0.891	87.437500	1059	87.39500	87.48000	-45.06	70.53
0.892	87.517500	1058	87.48000	87.55500	-44.78	62.21
0.893	87.600000	1057	87.55500	87.64500	-44.43	74.63
0.894	87.699000	1056	87.64500	87.75300	-43.91	89.19
0.895	87.795000	1055	87.75300	87.83700	-43.90	69.84
0.896	87.863000	1054	87.83700	87.88900	-44.45	43.26
0.897	87.922000	1053	87.88900	87.95500	-45.10	55.00
0.898	87.987000	1052	87.95500	88.01900	-45.15	53.50
0.899	88.043000	1051	88.01900	88.06700	-44.31	39.35
0.900	88.091500	1050	88.06700	88.11600	-43.30	40.83
0.901	88.150500	1049	88.11600	88.18500	-42.56	57.96
0.902	88.222000	1048	88.18500	88.25900	-43.12	62.10
0.903	88.288000	1047	88.25900	88.31700	-44.33	48.22
0.904	88.343500	1046	88.31700	88.37000	-45.15	44.19
0.905	88.417500	1045	88.37000	88.46500	-45.48	79.25
0.906	88.510000	1044	88.46500	88.55500	-45.03	75.00
0.907	88.580000	1043	88.55500	88.60500	-44.99	41.64
0.908	88.640000	1042	88.60500	88.67500	-45.69	58.25
0.909	88.715000	1041	88.67500	88.75500	-46.18	66.51
0.910	88.785500	1040	88.75500	88.81600	-46.14	50.33
0.911	88.850500	1039	88.81600	88.88500	-45.82	57.81
0.912	88.935000	1038	88.88500	88.98500	-44.95	83.32
0.913	89.038500	1037	88.98500	89.09200	-44.73	89.37
0.914	89.130500	1036	89.09200	89.16900	-44.82	64.57
0.915	89.198000	1035	89.16900	89.22700	-44.24	48.30
0.916	89.257000	1034	89.22700	89.28700	-43.36	50.01
0.917	89.321000	1033	89.28700	89.35500	-43.29	57.14
0.918	89.395000	1032	89.35500	89.43500	-44.24	67.00
0.919	89.477000	1031	89.43500	89.51900	-45.07	70.05
0.920	89.554000	1030	89.51900	89.58900	-45.24	58.47
0.921	89.618000	1029	89.58900	89.64700	-45.00	48.94
0.922	89.682000	1028	89.64700	89.71700	-44.80	57.62
0.923	89.751000	1027	89.71700	89.78500		56.85
0.924	89.811000	1026	89.78500	89.83700	-43.59	43.31
0.925	89.873500	1025	89.83700	89.91000	-43.54	61.27
0.926	89.950500	1024	89.91000	89.99100	-44.17	67.57
0.927	90.027000	1023	89.99100	90.06300	-45.34	59.19
0.928	90.097500	1022	90.06300	90.13200	-45.88	58.36
0.929	90.167000	1021	90.13200	90.20200	-45.92	58.38
0.930	90.238500	1020	90.20200	90.27500	-45.77	60.49
0.931	90.310000	1019	90.27500	90.34500		58.82
0.932	90.371000	1018	90.34500	90.39700	-45.03	43.77
0.933	90.427500	1017	90.39700	90.45800	-44.76	50.46
0.934	90.498000	1016	90.45800	90.53800	-44.84	67.66
0.935	90.573000	1015	90.53800	90.60800	-45.00	59.10
0.936	90.648000	1014	90.60800	90.68800	-44.98	68.10
0.937	90.722500	1013	90.68800	90.75700	-44.79	58.66
0.938	90.795500	1012	90.75700	90.83400	-44.90	65.75
0.939	90.876000	1011	90.83400	90.91800	-44.92	71.40
0.940	90.950500	1010	90.91800	90.98300	-44.76	55.72
0.941	91.019000	1009	90.98300	91.05500	-44.53	61.33
0.942	91.077000	1008	91.05500	91.09900	-44.40	37.81
0.943	91.135000	1007	91.09900	91.17100	-44.71	60.96
0.944	91.222500	1006	91.17100	91.27400	-45.91	87.22
0.945	91.309500	1005	91.27400	91.34500	-46.35	60.67
0.946	91.377500	1004	91.34500	91.41000	-46.09	55.14
0.947	91.440000	1003	91.41000	91.47000	-45.76	50.56
0.948	91.510000	1002	91.47000	91.55000	-45.19	67.90
0.949	91.587500	1001	91.55000	91.62500	-44.81	63.03
0.950	91.651500	1000	91.62500	91.67800	-44.79	45.20
0.951	91.705000	999	91.67800	91.73200	-44.88	45.68
0.952	91.776000	998	91.73200	91.82000	-45.01	74.16
0.953	91.868500	997	91.82000	91.91700	-45.39	82.10
0.954	91.952000	996	91.91700	91.98700	-45.51	58.87
0.955	92.012500	995	91.98700	92.03800	-45.28	42.73
0.956	92.068500	994	92.03800	92.09900	-45.00	51.83
0.957	92.142500	993	92.09900	92.18600	-44.88	72.94
0.958	92.220500	992	92.18600	92.25500	-45.32	58.73
0.959	92.278500	991	92.25500	92.30200	-46.19	39.61
0.960	92.332500	990	92.30200	92.36300	-46.80	51.40
0.961	92.416500	989	92.36300	92.47000	-46.91	90.60
0.962	92.522500	988	92.47000	92.57500	-46.04	88.92
0.963	92.604000	987	92.57500	92.63300	-45.38	48.98
0.964	92.661500	986	92.63300	92.69000	-45.48	48.55
0.965	92.716500	985	92.69000	92.74300	-45.38	44.92
0.966	92.772000	984	92.74300	92.80100	-45.28	49.02
0.967	92.840000	983	92.80100	92.87900	-45.17	66.25
0.968	92.910500	982	92.87900	92.94200	-45.46	53.68
0.969	92.967000	981	92.94200	92.99200	-45.56	42.69
0.970	93.021000	980	92.99200	93.05000	-45.48	49.22
0.971	93.079000	979	93.05000	93.10800	-45.64	49.06
0.972	93.142000	978	93.10800	93.17600	-45.92	58.37
0.973	93.220500	977	93.17600	93.26500	-45.95	75.51
0.974	93.302500	976	93.26500	93.34000	-46.18	63.81
0.975	93.375000	975	93.34000	93.41000	-46.30	59.88
0.976	93.455000	974	93.41000	93.50000	-46.13	76.20
0.977	93.538500	973	93.50000	93.57700	-45.62	65.44
0.978	93.604000	972	93.57700	93.63100	-44.46	46.22
0.979	93.668500	971	93.63100	93.70600	-43.55	63.64
0.980	93.750000	970	93.70600	93.79400	-43.12	74.79
0.981	93.831500	969	93.79400	93.86900	-44.34	63.05
0.982	93.898500	968	93.86900	93.92800	-45.10	50.75
0.983	93.962500	967	93.92800	93.99700	-45.89	58.24
0.984	94.020500	966	93.99700	94.04400	-46.03	40.03
0.985	94.065000	965	94.04400	94.08600	-45.62	36.37
0.986	94.116000	964	94.08600	94.14600	-45.17	50.75
0.987	94.197500	963	94.14600	94.24900	-44.26	87.96
0.988	94.306000	962	94.24900	94.36300	-43.97	97.07
0.989	94.429000	961	94.36300	94.49500	-43.68	112.77
0.990	94.535500	960	94.49500	94.57600	-43.05	69.37
0.991	94.600000	959	94.57600	94.62400	-43.09	41.34
0.992	94.654500	958	94.62400	94.68500	-43.97	51.57
0.993	94.740000	957	94.68500	94.79500	-45.24	93.86
0.994	94.838500	956	94.79500	94.88200	-45.76	73.63
0.995	94.917500	955	94.88200	94.95300	-45.29	61.03
0.996	94.986000	954	94.95300	95.01900	-44.73	55.70
0.997	95.055000	953	95.01900	95.09100	-44.68	61.79
